SN,Easting,Northing,Bed width,Bank slope,Bed elevation,Type
1205,616072.672,3096803.239,5.200,,,Normal
1206,616072.630,3096802.240,5.200,,,Normal
1207,616072.588,3096801.241,5.200,,,Normal
1208,616072.546,3096800.242,5.200,,,Normal
1209,616072.503,3096799.243,5.200,,,Normal
1210,616072.461,3096798.243,5.200,,,Normal
1211,616072.419,3096797.244,5.200,,,Normal
1212,616072.377,3096796.245,5.200,,,Normal
1213,616072.334,3096795.246,5.200,,,Normal
1214,616072.292,3096794.247,5.200,,,Normal
1215,616072.250,3096793.248,5.200,,,Normal
1216,616072.208,3096792.249,5.200,,,Normal
1217,616072.165,3096791.250,5.200,,,Normal
1218,616072.123,3096790.251,5.200,,,Normal
1219,616072.081,3096789.251,5.200,,,Normal
1220,616072.039,3096788.252,5.200,,,Normal
1221,616071.996,3096787.253,5.200,,,Normal
1222,616071.954,3096786.254,5.200,,,Normal
1223,616071.912,3096785.255,5.200,,,Normal
1224,616071.869,3096784.256,5.200,,,Normal
1225,616071.827,3096783.257,5.200,,,Normal
1226,616071.785,3096782.258,5.200,,,Normal
1227,616071.743,3096781.259,5.200,,,Normal
1228,616071.700,3096780.259,5.200,,,Normal
1229,616071.658,3096779.260,5.200,,,Normal
1230,616071.616,3096778.261,5.200,,,Normal
1231,616071.574,3096777.262,5.200,,,Normal
1232,616071.531,3096776.263,5.200,,,Normal
1233,616071.489,3096775.264,5.200,,,Normal
1234,616071.447,3096774.265,5.200,,,Normal
1235,616071.405,3096773.266,5.200,,,Normal
1236,616071.362,3096772.267,5.200,,,Normal
1237,616071.320,3096771.268,5.200,,,Normal
1238,616071.278,3096770.268,5.200,,,Normal
1239,616071.236,3096769.269,5.200,,,Normal
1240,616071.193,3096768.270,5.200,,,Normal
1241,616071.151,3096767.271,5.200,,,Normal
1242,616071.109,3096766.272,5.200,,,Normal
1243,616071.067,3096765.273,5.200,,,Normal
1244,616071.024,3096764.274,5.200,,,Normal
1245,616070.982,3096763.275,5.200,,,Normal
1246,616070.940,3096762.276,5.200,,,Normal
1247,616070.898,3096761.276,5.200,,,Normal
1248,616070.855,3096760.277,5.200,,,Normal
1249,616070.813,3096759.278,5.200,,,Normal
1250,616070.771,3096758.279,5.200,,,Normal
1251,616070.728,3096757.280,5.200,,,Normal
1252,616070.686,3096756.281,5.200,,,Normal
1253,616070.644,3096755.282,5.200,,,Normal
1254,616070.602,3096754.283,5.200,,,Normal
1255,616070.559,3096753.284,5.200,,,Normal
1256,616070.517,3096752.284,5.200,,,Normal
1257,616070.475,3096751.285,5.200,,,Normal
1258,616070.433,3096750.286,5.200,,,Normal
1259,616070.390,3096749.287,5.200,,,Normal
1260,616070.348,3096748.288,5.200,,,Normal
1261,616070.306,3096747.289,5.200,,,Normal
1262,616070.264,3096746.290,5.200,,,Normal
1263,616070.221,3096745.291,5.200,,,Normal
1264,616070.179,3096744.292,5.200,,,Normal
1265,616070.137,3096743.293,5.200,,,Normal
1266,616070.095,3096742.293,5.200,,,Normal
1267,616070.052,3096741.294,5.200,,,Normal
1268,616070.010,3096740.295,5.200,,,Normal
1269,616069.968,3096739.296,5.200,,,Normal
1270,616069.926,3096738.297,5.200,,,Normal
1271,616069.883,3096737.298,5.200,,,Normal
1272,616069.841,3096736.299,5.200,,,Normal
1273,616069.799,3096735.300,5.200,,,Normal
1274,616069.757,3096734.301,5.200,,,Normal
1275,616069.714,3096733.301,5.200,,,Normal
1276,616069.672,3096732.302,5.200,,,Normal
1277,616069.630,3096731.303,5.200,,,Normal
1278,616069.587,3096730.304,5.200,,,Normal
1279,616069.545,3096729.305,5.200,,,Normal
1280,616069.503,3096728.306,5.200,,,Normal
1281,616069.461,3096727.307,5.200,,,Normal
1282,616069.418,3096726.308,5.200,,,Normal
1283,616069.376,3096725.309,5.200,,,Normal
1284,616069.334,3096724.310,5.200,,,Normal
1285,616069.292,3096723.310,5.200,,,Normal
1286,616069.249,3096722.311,5.200,,,Normal
1287,616069.207,3096721.312,5.200,,,Normal
1288,616069.165,3096720.313,5.200,,,Normal
1289,616069.123,3096719.314,5.200,,,Normal
1290,616069.080,3096718.315,5.200,,,Normal
1291,616069.038,3096717.316,5.200,,,Normal
1292,616068.996,3096716.317,5.200,,,Normal
1293,616068.954,3096715.318,5.200,,,Normal
1294,616068.911,3096714.318,5.200,,,Normal
1295,616068.869,3096713.319,5.200,,,Normal
1296,616068.827,3096712.320,5.200,,,Normal
1297,616068.785,3096711.321,5.200,,,Normal
1298,616068.742,3096710.322,5.200,,,Normal
1299,616068.700,3096709.323,5.200,,,Normal
1300,616068.658,3096708.324,5.200,,,Normal
1301,616068.616,3096707.325,5.200,,,Normal
1302,616068.573,3096706.326,5.200,,,Normal
1303,616068.531,3096705.326,5.200,,,Normal
1304,616068.489,3096704.327,5.200,,,Normal
1305,616068.446,3096703.328,5.200,,,Normal
1306,616068.404,3096702.329,5.200,,,Normal
1307,616068.362,3096701.330,5.200,,,Normal
1308,616068.320,3096700.331,5.200,,,Normal
1309,616068.277,3096699.332,5.200,,,Normal
1310,616068.235,3096698.333,5.200,,,Normal
1311,616068.193,3096697.334,5.200,,,Normal
1312,616068.151,3096696.335,5.200,,,Normal
1313,616068.108,3096695.335,5.200,,,Normal
1314,616068.066,3096694.336,5.200,,,Normal
1315,616068.024,3096693.337,5.200,,,Normal
1316,616067.982,3096692.338,5.200,,,Normal
1317,616067.939,3096691.339,5.200,,,Normal
1318,616067.897,3096690.340,5.200,,,Normal
1319,616067.855,3096689.341,5.200,,,Normal
1320,616067.813,3096688.342,5.200,,,Normal
1321,616067.770,3096687.343,5.200,,,Normal
1322,616067.728,3096686.343,5.200,,,Normal
1323,616067.686,3096685.344,5.200,,,Normal
1324,616067.644,3096684.345,5.200,,,Normal
1325,616067.601,3096683.346,5.200,,,Normal
1326,616067.559,3096682.347,5.200,,,Normal
1327,616067.517,3096681.348,5.200,,,Normal
1328,616067.475,3096680.349,5.200,,,Normal
1329,616067.432,3096679.350,5.200,,,Normal
1330,616067.390,3096678.351,5.200,,,Normal
1331,616067.348,3096677.351,5.200,,,Normal
1332,616067.306,3096676.352,5.200,,,Normal
1333,616067.263,3096675.353,5.200,,,Normal
1334,616067.221,3096674.354,5.200,,,Normal
1335,616067.179,3096673.355,5.200,,,Normal
1336,616067.136,3096672.356,5.200,,,Normal
1337,616067.094,3096671.357,5.200,,,Normal
1338,616067.052,3096670.358,5.200,,,Normal
1339,616067.010,3096669.359,5.200,,,Normal
1340,616066.967,3096668.360,5.200,,,Normal
1341,616066.925,3096667.360,5.200,,,Normal
1342,616066.883,3096666.361,5.200,,,Normal
1343,616066.841,3096665.362,5.200,,,Normal
1344,616066.798,3096664.363,5.200,,,Normal
1345,616066.756,3096663.364,5.200,,,Normal
1346,616066.714,3096662.365,5.200,,,Normal
1347,616066.672,3096661.366,5.200,,,Normal
1348,616066.629,3096660.367,5.200,,,Normal
1349,616066.587,3096659.368,5.200,,,Normal
1350,616066.545,3096658.368,5.200,,,Normal
1351,616066.503,3096657.369,5.200,,,Normal
1352,616066.460,3096656.370,5.200,,,Normal
1353,616066.418,3096655.371,5.200,,,Normal
1354,616066.376,3096654.372,5.200,,,Normal
1355,616066.334,3096653.373,5.200,,,Normal
1356,616066.291,3096652.374,5.200,,,Normal
1357,616066.249,3096651.375,5.200,,,Normal
1358,616066.207,3096650.376,5.200,,,Normal
1359,616066.165,3096649.376,5.200,,,Normal
1360,616066.122,3096648.377,5.200,,,Normal
1361,616066.080,3096647.378,5.200,,,Normal
1362,616066.038,3096646.379,5.200,,,Normal
1363,616065.995,3096645.380,5.200,,,Normal
1364,616065.953,3096644.381,5.200,,,Normal
1365,616065.911,3096643.382,5.200,,,Normal
1366,616065.869,3096642.383,5.200,,,Normal
1367,616065.826,3096641.384,5.200,,,Normal
1368,616065.784,3096640.385,5.200,,,Normal
1369,616065.742,3096639.385,5.200,,,Normal
1370,616065.700,3096638.386,5.200,,,Normal
1371,616065.667,3096637.387,5.199,,,Normal
1372,616065.673,3096636.387,5.199,,,Normal
1373,616065.680,3096635.387,5.199,,,Normal
1374,616065.686,3096634.387,5.199,,,Normal
1375,616065.692,3096633.387,5.199,,,Normal
1376,616065.698,3096632.387,5.200,,,Normal
1377,616065.705,3096631.387,5.200,,,Normal
1378,616065.711,3096630.387,5.200,,,Normal
1379,616065.717,3096629.387,5.200,,,Normal
1380,616065.723,3096628.387,5.200,,,Normal
1381,616065.730,3096627.387,5.200,,,Normal
1382,616065.730,3096626.387,5.200,,,Normal
1383,616065.730,3096625.387,5.200,,,Normal
1384,616065.730,3096624.387,7.394,,,Normal
1385,616065.730,3096623.387,9.821,,,Normal
1386,616065.730,3096622.387,,,,Normal
1387,616065.730,3096621.868,10.206,,,Junction
